"","Location","Tournament","Date","Series","Court","Surface","Round","BestOf","W1","L1","W2","L2","W3","L3","W4","L4","W5","L5","Comment","Result","RankNadal","RankRival","RivalName","PartidosUlt6Meses","PartidosUlt3Meses","PartidosUltMes","WRUlt6Meses","WRUlt3Meses","WRUltMes","PartidosRivalUlt6Meses","PartidosRivalUlt3Meses","PartidosRivalUltMes","WRRivalUlt6Meses","WRRivalUlt3Meses","WRRivalUltMes","SetsNadal","SetsRival","SetsGanadosUltPartido","SetsPerdidosUltPartido","ResultUltPartido","RoundUltPartido","H2HPartidos","H2HGanados","H2HWR"
"900","Acapulco","Abierto Mexicano",2017-03-05,"ATP500","Outdoor","Hard","The Final","3",6,3,7,6,NA,NA,NA,NA,NA,NA,"Completed","Lose",6,40,"Querrey S.",20,16,5,0.7,0.75,0.8,15,13,9,0.6,0.692307692307692,0.777777777777778,0,2,2,0,"Win","Semifinals",3,3,1
"901","Indian Wells","BNP Paribas Open",2017-03-12,"Masters 1000","Outdoor","Hard","2nd Round","3",6,3,6,2,NA,NA,NA,NA,NA,NA,"Completed","Win",6,145,"Pella G.",21,17,6,0.714285714285714,0.764705882352941,0.833333333333333,14,8,7,0.285714285714286,0.375,0.428571428571429,2,0,0,2,"Lose","The Final",0,0,NA
"902","Indian Wells","BNP Paribas Open",2017-03-14,"Masters 1000","Outdoor","Hard","3rd Round","3",6,3,7,5,NA,NA,NA,NA,NA,NA,"Completed","Win",6,29,"Verdasco F.",22,18,7,0.727272727272727,0.777777777777778,0.857142857142857,23,15,8,0.478260869565217,0.6,0.625,2,0,2,0,"Win","2nd Round",18,15,0.833333333333333
"903","Indian Wells","BNP Paribas Open",2017-03-16,"Masters 1000","Outdoor","Hard","4th Round","3",6,2,6,3,NA,NA,NA,NA,NA,NA,"Completed","Lose",6,10,"Federer R.",23,19,8,0.695652173913043,0.736842105263158,0.75,13,13,5,0.923076923076923,0.923076923076923,0.8,0,2,2,0,"Win","3rd Round",35,22,0.628571428571429
"904","Miami","Sony Ericsson Open",2017-03-24,"Masters 1000","Outdoor","Hard","2nd Round","3",6,3,6,4,NA,NA,NA,NA,NA,NA,"Completed","Win",7,83,"Sela D.",24,20,9,0.708333333333333,0.75,0.777777777777778,13,12,4,0.384615384615385,0.416666666666667,0.25,2,0,0,2,"Lose","4th Round",1,1,1
"905","Miami","Sony Ericsson Open",2017-03-26,"Masters 1000","Outdoor","Hard","3rd Round","3",0,6,6,2,6,3,NA,NA,NA,NA,"Completed","Win",7,31,"Kohlschreiber P.",25,21,10,0.72,0.761904761904762,0.8,25,17,7,0.52,0.588235294117647,0.571428571428571,2,1,2,0,"Win","2nd Round",15,14,0.933333333333333
"906","Miami","Sony Ericsson Open",2017-03-28,"Masters 1000","Outdoor","Hard","4th Round","3",6,4,7,6,NA,NA,NA,NA,NA,NA,"Completed","Win",7,55,"Mahut N.",26,22,11,0.730769230769231,0.772727272727273,0.818181818181818,17,13,5,0.411764705882353,0.461538461538462,0.6,2,0,2,1,"Win","3rd Round",2,1,0.5
"907","Miami","Sony Ericsson Open",2017-03-30,"Masters 1000","Outdoor","Hard","Quarterfinals","3",6,2,6,3,NA,NA,NA,NA,NA,NA,"Completed","Win",7,17,"Sock J.",27,23,12,0.740740740740741,0.782608695652174,0.833333333333333,39,22,10,0.769230769230769,0.818181818181818,0.7,2,0,2,0,"Win","4th Round",2,2,1
"908","Miami","Sony Ericsson Open",2017-03-31,"Masters 1000","Outdoor","Hard","Semifinals","3",6,1,7,5,NA,NA,NA,NA,NA,NA,"Completed","Win",7,40,"Fognini F.",28,24,12,0.75,0.791666666666667,0.833333333333333,29,18,11,0.586206896551724,0.611111111111111,0.727272727272727,2,0,2,0,"Win","Quarterfinals",10,7,0.7
"909","Miami","Sony Ericsson Open",2017-01-02,"Masters 1000","Outdoor","Hard","The Final","3",6,3,6,4,NA,NA,NA,NA,NA,NA,"Completed","Lose",7,6,"Federer R.",11,4,1,0.545454545454545,0.25,0,2,1,1,0.5,1,1,0,2,2,0,"Win","Semifinals",33,22,0.666666666666667
"910","Monte Carlo","Monte Carlo Masters",2017-04-19,"Masters 1000","Outdoor","Clay","2nd Round","3",6,0,5,7,6,3,NA,NA,NA,NA,"Completed","Win",7,45,"Edmund K.",25,19,6,0.8,0.842105263157895,1,17,9,3,0.411764705882353,0.444444444444444,0.333333333333333,2,1,0,2,"Lose","The Final",0,0,NA
"911","Monte Carlo","Monte Carlo Masters",2017-04-20,"Masters 1000","Outdoor","Clay","3rd Round","3",6,1,6,1,NA,NA,NA,NA,NA,NA,"Completed","Win",7,20,"Zverev A.",26,20,7,0.807692307692308,0.85,1,18,16,7,0.666666666666667,0.625,0.714285714285714,2,0,2,1,"Win","2nd Round",2,2,1
"912","Monte Carlo","Monte Carlo Masters",2017-04-21,"Masters 1000","Outdoor","Clay","Quarterfinals","3",6,4,6,4,NA,NA,NA,NA,NA,NA,"Completed","Win",7,41,"Schwartzman D.",27,20,8,0.814814814814815,0.85,1,22,17,8,0.545454545454545,0.588235294117647,0.625,2,0,2,0,"Win","3rd Round",2,2,1
"913","Monte Carlo","Monte Carlo Masters",2017-04-22,"Masters 1000","Outdoor","Clay","Semifinals","3",6,3,6,1,NA,NA,NA,NA,NA,NA,"Completed","Win",7,13,"Goffin D.",28,21,9,0.821428571428571,0.857142857142857,1,34,24,8,0.676470588235294,0.708333333333333,0.75,2,0,2,0,"Win","Quarterfinals",0,0,NA
"914","Monte Carlo","Monte Carlo Masters",2017-04-23,"Masters 1000","Outdoor","Clay","The Final","3",6,1,6,3,NA,NA,NA,NA,NA,NA,"Completed","Win",7,24,"Ramos-Vinolas A.",29,21,9,0.827586206896552,0.857142857142857,1,34,25,8,0.617647058823529,0.68,0.75,2,0,2,0,"Win","Semifinals",0,0,NA
"915","Barcelona","Open Banco Sabadell",2017-04-26,"ATP500","Outdoor","Clay","2nd Round","3",6,1,6,2,NA,NA,NA,NA,NA,NA,"Completed","Win",5,402,"Dutra Silva R.",30,21,9,0.833333333333333,0.857142857142857,1,11,7,3,0.272727272727273,0.142857142857143,0.333333333333333,2,0,2,0,"Win","The Final",1,1,1
"916","Barcelona","Open Banco Sabadell",2017-04-27,"ATP500","Outdoor","Clay","3rd Round","3",6,3,6,4,NA,NA,NA,NA,NA,NA,"Completed","Win",5,66,"Anderson K.",31,21,9,0.838709677419355,0.857142857142857,1,10,10,4,0.4,0.4,0.5,2,0,2,0,"Win","2nd Round",3,3,1
"917","Barcelona","Open Banco Sabadell",2017-04-28,"ATP500","Outdoor","Clay","Quarterfinals","3",7,6,6,2,NA,NA,NA,NA,NA,NA,"Completed","Win",5,94,"Chung H.",32,22,10,0.84375,0.863636363636364,1,11,7,6,0.545454545454545,0.571428571428571,0.666666666666667,2,0,2,0,"Win","3rd Round",0,0,NA
"918","Barcelona","Open Banco Sabadell",2017-04-29,"ATP500","Outdoor","Clay","Semifinals","3",6,3,6,4,NA,NA,NA,NA,NA,NA,"Completed","Win",5,84,"Zeballos H.",33,22,10,0.848484848484849,0.909090909090909,1,20,16,7,0.45,0.5,0.714285714285714,2,0,2,0,"Win","Quarterfinals",2,1,0.5
"919","Barcelona","Open Banco Sabadell",2017-04-30,"ATP500","Outdoor","Clay","The Final","3",6,4,6,1,NA,NA,NA,NA,NA,NA,"Completed","Win",5,9,"Thiem D.",34,23,10,0.852941176470588,0.91304347826087,1,36,24,7,0.638888888888889,0.708333333333333,0.714285714285714,2,0,2,0,"Win","Semifinals",3,2,0.666666666666667
"920","Madrid","Mutua Madrid Open",2017-05-10,"Masters 1000","Outdoor","Clay","2nd Round","3",7,6,3,6,6,4,NA,NA,NA,NA,"Completed","Win",5,29,"Fognini F.",35,24,11,0.857142857142857,0.916666666666667,1,23,20,5,0.521739130434783,0.55,0.2,2,1,2,0,"Win","The Final",11,8,0.727272727272727
"921","Madrid","Mutua Madrid Open",2017-05-11,"Masters 1000","Outdoor","Clay","3rd Round","3",6,3,6,1,NA,NA,NA,NA,NA,NA,"Completed","Win",5,20,"Kyrgios N.",36,25,12,0.861111111111111,0.92,1,21,19,3,0.714285714285714,0.736842105263158,0.666666666666667,2,0,2,1,"Win","2nd Round",2,1,0.5
"922","Madrid","Mutua Madrid Open",2017-05-12,"Masters 1000","Outdoor","Clay","Quarterfinals","3",7,6,6,2,NA,NA,NA,NA,NA,NA,"Completed","Win",5,10,"Goffin D.",37,26,13,0.864864864864865,0.923076923076923,1,36,25,11,0.694444444444444,0.68,0.727272727272727,2,0,2,0,"Win","3rd Round",1,1,1
"923","Madrid","Mutua Madrid Open",2017-05-13,"Masters 1000","Outdoor","Clay","Semifinals","3",6,2,6,4,NA,NA,NA,NA,NA,NA,"Completed","Win",5,2,"Djokovic N.",38,27,14,0.868421052631579,0.925925925925926,1,24,13,7,0.75,0.692307692307692,0.714285714285714,2,0,2,0,"Win","Quarterfinals",47,21,0.446808510638298
"924","Madrid","Mutua Madrid Open",2017-05-14,"Masters 1000","Outdoor","Clay","The Final","3",7,6,6,4,NA,NA,NA,NA,NA,NA,"Completed","Win",5,9,"Thiem D.",39,28,15,0.871794871794872,0.928571428571429,1,38,28,12,0.684210526315789,0.75,0.75,2,0,2,0,"Win","Semifinals",4,3,0.75
"925","Rome","Internazionali BNL d'Italia",2017-05-17,"Masters 1000","Outdoor","Clay","2nd Round","3",NA,3,NA,NA,NA,NA,NA,NA,NA,NA,"Retired","Win",4,73,"Almagro N.",40,29,16,0.875,0.931034482758621,1,17,12,10,0.470588235294118,0.5,0.5,0,NA,2,0,"Win","The Final",14,13,0.928571428571429
"926","Rome","Internazionali BNL d'Italia",2017-05-18,"Masters 1000","Outdoor","Clay","3rd Round","3",6,3,6,4,NA,NA,NA,NA,NA,NA,"Completed","Win",4,14,"Sock J.",41,30,17,0.878048780487805,0.933333333333333,1,29,22,4,0.758620689655172,0.727272727272727,0.5,2,0,0,NA,"Win","2nd Round",3,3,1
"927","Rome","Internazionali BNL d'Italia",2017-05-19,"Masters 1000","Outdoor","Clay","Quarterfinals","3",6,4,6,3,NA,NA,NA,NA,NA,NA,"Completed","Lose",4,7,"Thiem D.",42,31,17,0.857142857142857,0.903225806451613,0.941176470588235,40,28,14,0.725,0.785714285714286,0.785714285714286,0,2,2,0,"Win","3rd Round",5,4,0.8
"928","Paris","French Open",2017-05-29,"Grand Slam","Outdoor","Clay","1st Round","5",6,1,6,4,6,1,NA,NA,NA,NA,"Completed","Win",4,45,"Paire B.",43,32,10,0.86046511627907,0.90625,0.9,34,19,8,0.5,0.473684210526316,0.375,3,0,0,2,"Lose","Quarterfinals",2,2,1
"929","Paris","French Open",2017-05-31,"Grand Slam","Outdoor","Clay","2nd Round","5",6,1,6,4,6,3,NA,NA,NA,NA,"Completed","Win",4,46,"Haase R.",44,30,10,0.863636363636364,0.9,0.9,27,14,6,0.444444444444444,0.357142857142857,0.333333333333333,3,0,3,0,"Win","1st Round",2,2,1
"930","Paris","French Open",2017-06-02,"Grand Slam","Outdoor","Clay","3rd Round","5",6,0,6,1,6,0,NA,NA,NA,NA,"Completed","Win",4,63,"Basilashvili N.",45,30,11,0.866666666666667,0.9,0.909090909090909,26,13,7,0.538461538461538,0.461538461538462,0.714285714285714,3,0,3,0,"Win","2nd Round",0,0,NA
"931","Paris","French Open",2017-06-04,"Grand Slam","Outdoor","Clay","4th Round","5",6,1,6,2,6,2,NA,NA,NA,NA,"Completed","Win",4,18,"Bautista Agut R.",46,30,12,0.869565217391304,0.933333333333333,0.916666666666667,33,20,9,0.666666666666667,0.6,0.555555555555556,3,0,3,0,"Win","3rd Round",0,0,NA
"932","Paris","French Open",2017-06-07,"Grand Slam","Outdoor","Clay","Quarterfinals","5",6,2,2,0,NA,NA,NA,NA,NA,NA,"Retired","Win",4,21,"Carreno Busta P.",47,31,13,0.872340425531915,0.935483870967742,0.923076923076923,39,23,8,0.692307692307692,0.695652173913043,0.625,1,0,3,0,"Win","4th Round",0,0,NA
"933","Paris","French Open",2017-06-09,"Grand Slam","Outdoor","Clay","Semifinals","5",6,3,6,4,6,0,NA,NA,NA,NA,"Completed","Win",4,7,"Thiem D.",48,32,13,0.875,0.9375,0.923076923076923,47,26,14,0.723404255319149,0.730769230769231,0.785714285714286,3,0,1,0,"Win","Quarterfinals",6,4,0.666666666666667
"934","Paris","French Open",2017-06-11,"Grand Slam","Outdoor","Clay","The Final","5",6,2,6,3,6,1,NA,NA,NA,NA,"Completed","Win",4,3,"Wawrinka S.",49,32,12,0.877551020408163,0.9375,0.916666666666667,35,23,13,0.742857142857143,0.739130434782609,0.846153846153846,3,0,3,0,"Win","Semifinals",18,15,0.833333333333333
"935","London","Wimbledon",2017-07-03,"Grand Slam","Outdoor","Grass","1st Round","5",6,1,6,3,6,2,NA,NA,NA,NA,"Completed","Win",2,137,"Millman J.",48,26,5,0.895833333333333,0.961538461538462,1,2,2,1,0,0,0,3,0,3,0,"Win","The Final",0,0,NA
"936","London","Wimbledon",2017-07-05,"Grand Slam","Outdoor","Grass","2nd Round","5",6,4,6,2,7,5,NA,NA,NA,NA,"Completed","Win",2,43,"Young D.",47,27,5,0.914893617021277,0.962962962962963,1,32,12,8,0.59375,0.416666666666667,0.625,3,0,3,0,"Win","1st Round",2,2,1
"937","London","Wimbledon",2017-07-07,"Grand Slam","Outdoor","Grass","3rd Round","5",6,1,6,4,7,6,NA,NA,NA,NA,"Completed","Win",2,34,"Khachanov K.",48,28,5,0.916666666666667,0.964285714285714,1,33,23,7,0.515151515151515,0.652173913043478,0.714285714285714,3,0,3,0,"Win","2nd Round",0,0,NA
"938","London","Wimbledon",2017-07-10,"Grand Slam","Outdoor","Grass","4th Round","5",6,3,6,4,3,6,4,6,15,13,"Completed","Lose",2,26,"Muller G.",49,29,5,0.897959183673469,0.931034482758621,0.8,36,21,12,0.694444444444444,0.761904761904762,0.916666666666667,2,3,3,0,"Win","3rd Round",5,4,0.8
"939","Montreal","Rogers Masters",2017-08-09,"Masters 1000","Outdoor","Hard","2nd Round","3",6,1,6,2,NA,NA,NA,NA,NA,NA,"Completed","Win",2,55,"Coric B.",43,18,1,0.906976744186046,0.888888888888889,1,29,8,2,0.517241379310345,0.25,0.5,2,0,2,3,"Lose","4th Round",3,1,0.333333333333333
"940","Montreal","Rogers Masters",2017-08-11,"Masters 1000","Outdoor","Hard","3rd Round","3",3,6,6,4,7,6,NA,NA,NA,NA,"Completed","Lose",2,143,"Shapovalov D.",44,17,2,0.886363636363636,0.823529411764706,0.5,8,7,4,0.625,0.714285714285714,1,1,2,2,0,"Win","2nd Round",0,0,NA
"941","Cincinnati","Western & Southern Financial Group Masters",2017-08-17,"Masters 1000","Outdoor","Hard","2nd Round","3",6,3,6,4,NA,NA,NA,NA,NA,NA,"Completed","Win",2,29,"Gasquet R.",45,14,3,0.888888888888889,0.857142857142857,0.666666666666667,23,16,4,0.608695652173913,0.625,0.5,2,0,1,2,"Lose","3rd Round",12,12,1
"942","Cincinnati","Western & Southern Financial Group Masters",2017-08-18,"Masters 1000","Outdoor","Hard","3rd Round","3",7,6,6,2,NA,NA,NA,NA,NA,NA,"Completed","Win",2,24,"Ramos-Vinolas A.",46,15,4,0.891304347826087,0.866666666666667,0.75,41,17,8,0.560975609756098,0.470588235294118,0.375,2,0,2,0,"Win","2nd Round",1,1,1
"943","Cincinnati","Western & Southern Financial Group Masters",2017-08-19,"Masters 1000","Outdoor","Hard","Quarterfinals","3",6,2,7,5,NA,NA,NA,NA,NA,NA,"Completed","Lose",2,23,"Kyrgios N.",47,16,5,0.872340425531915,0.8125,0.6,32,13,8,0.65625,0.538461538461538,0.75,0,2,2,0,"Win","3rd Round",3,2,0.666666666666667
"944","New York","US Open",2017-08-29,"Grand Slam","Outdoor","Hard","1st Round","5",7,6,6,2,6,2,NA,NA,NA,NA,"Completed","Win",1,85,"Lajovic D.",45,15,6,0.866666666666667,0.8,0.666666666666667,22,12,6,0.454545454545455,0.416666666666667,0.5,3,0,0,2,"Lose","Quarterfinals",1,1,1
"945","New York","US Open",2017-09-01,"Grand Slam","Outdoor","Hard","2nd Round","5",4,6,6,3,6,2,6,2,NA,NA,"Completed","Win",1,121,"Daniel T.",44,15,7,0.886363636363636,0.8,0.714285714285714,12,5,2,0.333333333333333,0.2,0.5,3,1,3,0,"Win","1st Round",0,0,NA
"946","New York","US Open",2017-09-02,"Grand Slam","Outdoor","Hard","3rd Round","5",6,7,6,3,6,1,6,4,NA,NA,"Completed","Win",1,59,"Mayer L.",45,15,8,0.888888888888889,0.8,0.75,11,9,3,0.727272727272727,0.777777777777778,0.666666666666667,3,1,3,1,"Win","2nd Round",4,4,1
"947","New York","US Open",2017-09-04,"Grand Slam","Outdoor","Hard","4th Round","5",6,2,6,4,6,1,NA,NA,NA,NA,"Completed","Win",1,64,"Dolgopolov O.",46,16,9,0.891304347826087,0.8125,0.777777777777778,22,17,7,0.5,0.529411764705882,0.571428571428571,3,0,3,1,"Win","3rd Round",9,7,0.777777777777778
"948","New York","US Open",2017-09-06,"Grand Slam","Outdoor","Hard","Quarterfinals","5",6,1,6,2,6,2,NA,NA,NA,NA,"Completed","Win",1,53,"Rublev A.",47,16,10,0.893617021276596,0.8125,0.8,21,18,7,0.666666666666667,0.722222222222222,0.714285714285714,3,0,3,0,"Win","4th Round",0,0,NA
"949","New York","US Open",2017-09-09,"Grand Slam","Outdoor","Hard","Semifinals","5",4,6,6,0,6,3,6,2,NA,NA,"Completed","Win",1,28,"Del Potro J.M.",47,15,10,0.893617021276596,0.8,0.8,26,15,9,0.615384615384615,0.666666666666667,0.777777777777778,3,1,3,0,"Win","Quarterfinals",12,8,0.666666666666667
"950","New York","US Open",2017-09-10,"Grand Slam","Outdoor","Hard","The Final","5",6,3,6,3,6,4,NA,NA,NA,NA,"Completed","Win",1,32,"Anderson K.",47,16,10,0.893617021276596,0.8125,0.9,41,23,9,0.682926829268293,0.739130434782609,0.666666666666667,3,0,3,1,"Win","Semifinals",4,4,1
"951","Beijing","China Open",2017-10-03,"ATP500","Outdoor","Hard","1st Round","3",4,6,7,6,7,5,NA,NA,NA,NA,"Completed","Win",1,23,"Pouille L.",42,15,5,0.904761904761905,0.8,1,30,8,2,0.633333333333333,0.375,0,2,1,3,0,"Win","The Final",2,1,0.5
"952","Beijing","China Open",2017-10-05,"ATP500","Outdoor","Hard","2nd Round","3",6,3,6,3,NA,NA,NA,NA,NA,NA,"Completed","Win",1,42,"Khachanov K.",43,15,5,0.906976744186046,0.8,1,36,13,3,0.583333333333333,0.461538461538462,0.333333333333333,2,0,2,1,"Win","1st Round",1,1,1
"953","Beijing","China Open",2017-10-06,"ATP500","Outdoor","Hard","Quarterfinals","3",6,4,7,6,NA,NA,NA,NA,NA,NA,"Completed","Win",1,17,"Isner J.",44,16,5,0.909090909090909,0.8125,1,38,22,3,0.684210526315789,0.772727272727273,0.666666666666667,2,0,2,0,"Win","2nd Round",6,6,1
"954","Beijing","China Open",2017-10-07,"ATP500","Outdoor","Hard","Semifinals","3",6,3,4,6,6,1,NA,NA,NA,NA,"Completed","Win",1,8,"Dimitrov G.",45,17,6,0.911111111111111,0.823529411764706,1,33,16,4,0.636363636363636,0.6875,0.75,2,1,2,0,"Win","Quarterfinals",9,8,0.888888888888889
"955","Beijing","China Open",2017-10-08,"ATP500","Outdoor","Hard","The Final","3",6,2,6,1,NA,NA,NA,NA,NA,NA,"Completed","Win",1,19,"Kyrgios N.",46,17,7,0.91304347826087,0.882352941176471,1,24,16,5,0.583333333333333,0.6875,0.8,2,0,2,1,"Win","Semifinals",4,2,0.5
"956","Shanghai","Shanghai Masters",2017-10-11,"Masters 1000","Outdoor","Hard","2nd Round","3",6,2,6,1,NA,NA,NA,NA,NA,NA,"Completed","Win",1,56,"Donaldson J.",47,18,6,0.914893617021277,0.888888888888889,1,31,20,6,0.548387096774194,0.6,0.5,2,0,2,0,"Win","The Final",0,0,NA
"957","Shanghai","Shanghai Masters",2017-10-12,"Masters 1000","Outdoor","Hard","3rd Round","3",6,3,6,1,NA,NA,NA,NA,NA,NA,"Completed","Win",1,28,"Fognini F.",48,19,7,0.916666666666667,0.894736842105263,1,35,21,9,0.6,0.666666666666667,0.666666666666667,2,0,2,0,"Win","2nd Round",12,9,0.75
"958","Shanghai","Shanghai Masters",2017-10-13,"Masters 1000","Outdoor","Hard","Quarterfinals","3",6,4,6,7,6,3,NA,NA,NA,NA,"Completed","Win",1,9,"Dimitrov G.",49,20,8,0.918367346938776,0.9,1,35,18,7,0.657142857142857,0.722222222222222,0.714285714285714,2,1,2,0,"Win","3rd Round",10,9,0.9
"959","Shanghai","Shanghai Masters",2017-10-14,"Masters 1000","Outdoor","Hard","Semifinals","3",7,5,7,6,NA,NA,NA,NA,NA,NA,"Completed","Win",1,5,"Cilic M.",50,21,9,0.92,0.904761904761905,1,42,11,8,0.761904761904762,0.727272727272727,0.75,2,0,2,1,"Win","Quarterfinals",5,4,0.8
"960","Shanghai","Shanghai Masters",2017-10-15,"Masters 1000","Outdoor","Hard","The Final","3",6,4,6,3,NA,NA,NA,NA,NA,NA,"Completed","Lose",1,2,"Federer R.",51,22,10,0.901960784313726,0.863636363636364,0.9,28,15,5,0.892857142857143,0.866666666666667,1,0,2,2,0,"Win","Semifinals",36,22,0.611111111111111
"961","Paris","BNP Paribas Masters",2017-11-01,"Masters 1000","Indoor","Hard","2nd Round","3",7,5,6,3,NA,NA,NA,NA,NA,NA,"Completed","Win",1,55,"Chung H.",42,23,11,0.880952380952381,0.869565217391304,0.909090909090909,26,17,8,0.5,0.529411764705882,0.5,2,0,0,2,"Lose","The Final",1,1,1
"962","Paris","BNP Paribas Masters",2017-11-02,"Masters 1000","Indoor","Hard","3rd Round","3",6,3,6,7,6,3,NA,NA,NA,NA,"Completed","Win",1,36,"Cuevas P.",43,24,11,0.883720930232558,0.875,0.909090909090909,22,9,6,0.409090909090909,0.222222222222222,0.333333333333333,2,1,2,0,"Win","2nd Round",4,3,0.75
"963","Paris","BNP Paribas Masters",2017-11-03,"Masters 1000","Indoor","Hard","Quarterfinals","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Walkover","Lose",1,77,"Krajinovic F.",44,25,12,0.863636363636364,0.84,0.833333333333333,6,6,6,0.833333333333333,0.833333333333333,0.833333333333333,NA,NA,2,1,"Win","3rd Round",0,0,NA
"964","London","Masters Cup",2017-11-13,"Masters Cup","Indoor","Hard","Round Robin","3",7,6,6,7,6,4,NA,NA,NA,NA,"Completed","Lose",1,8,"Goffin D.",39,24,5,0.82051282051282,0.833333333333333,0.4,36,25,9,0.666666666666667,0.76,0.666666666666667,1,2,NA,NA,"Lose","Quarterfinals",2,2,1
"965","Melbourne","Australian Open",2018-01-15,"Grand Slam","Outdoor","Hard","1st Round","5",6,1,6,1,6,1,NA,NA,NA,NA,"Completed","Win",1,79,"Estrella Burgos V.",27,5,1,0.814814814814815,0.6,1,2,2,2,0,0,0,3,0,1,2,"Lose","Round Robin",0,0,NA
"966","Melbourne","Australian Open",2018-01-17,"Grand Slam","Outdoor","Hard","2nd Round","5",6,3,6,4,7,6,NA,NA,NA,NA,"Completed","Win",1,52,"Mayer L.",28,6,2,0.821428571428571,0.666666666666667,1,19,7,5,0.578947368421053,0.428571428571429,0.4,3,0,3,0,"Win","1st Round",5,5,1
"967","Melbourne","Australian Open",2018-01-19,"Grand Slam","Outdoor","Hard","3rd Round","5",6,1,6,3,6,1,NA,NA,NA,NA,"Completed","Win",1,30,"Dzumhur D.",29,7,3,0.827586206896552,0.714285714285714,1,38,9,6,0.710526315789474,0.555555555555556,0.5,3,0,3,0,"Win","2nd Round",1,0,0
"968","Melbourne","Australian Open",2018-01-21,"Grand Slam","Outdoor","Hard","4th Round","5",6,3,6,7,6,3,6,3,NA,NA,"Completed","Win",1,26,"Schwartzman D.",30,8,4,0.833333333333333,0.75,1,33,11,6,0.636363636363636,0.545454545454545,0.5,3,1,3,0,"Win","3rd Round",3,3,1
"969","Melbourne","Australian Open",2018-01-23,"Grand Slam","Outdoor","Hard","Quarterfinals","5",3,6,6,3,6,7,6,2,2,0,"Retired","Lose",1,6,"Cilic M.",31,9,5,0.806451612903226,0.666666666666667,0.8,29,17,8,0.689655172413793,0.647058823529412,0.875,2,2,3,1,"Win","4th Round",6,5,0.833333333333333
"970","Monte Carlo","Monte Carlo Masters",2018-04-18,"Masters 1000","Outdoor","Clay","2nd Round","3",6,1,6,3,NA,NA,NA,NA,NA,NA,"Completed","Win",1,58,"Bedene A.",10,4,1,0.7,0.75,1,15,11,3,0.533333333333333,0.636363636363636,0.333333333333333,2,0,2,2,"Lose","Quarterfinals",1,1,1
"971","Monte Carlo","Monte Carlo Masters",2018-04-19,"Masters 1000","Outdoor","Clay","3rd Round","3",6,3,6,2,NA,NA,NA,NA,NA,NA,"Completed","Win",1,38,"Khachanov K.",11,4,2,0.727272727272727,0.75,1,24,17,5,0.583333333333333,0.647058823529412,0.6,2,0,2,0,"Win","2nd Round",2,2,1
"972","Monte Carlo","Monte Carlo Masters",2018-04-20,"Masters 1000","Outdoor","Clay","Quarterfinals","3",6,0,6,2,NA,NA,NA,NA,NA,NA,"Completed","Win",1,7,"Thiem D.",12,5,3,0.75,0.8,1,30,16,3,0.666666666666667,0.6875,0.666666666666667,2,0,2,0,"Win","3rd Round",7,5,0.714285714285714
"973","Monte Carlo","Monte Carlo Masters",2018-04-21,"Masters 1000","Outdoor","Clay","Semifinals","3",6,4,6,1,NA,NA,NA,NA,NA,NA,"Completed","Win",1,5,"Dimitrov G.",13,5,4,0.769230769230769,0.8,1,28,14,6,0.714285714285714,0.571428571428571,0.666666666666667,2,0,2,0,"Win","Quarterfinals",11,10,0.909090909090909
"974","Monte Carlo","Monte Carlo Masters",2018-04-22,"Masters 1000","Outdoor","Clay","The Final","3",6,3,6,2,NA,NA,NA,NA,NA,NA,"Completed","Win",1,36,"Nishikori K.",14,6,5,0.785714285714286,0.833333333333333,1,13,13,7,0.692307692307692,0.692307692307692,0.714285714285714,2,0,2,0,"Win","Semifinals",10,9,0.9
"975","Barcelona","Open Banco Sabadell",2018-04-25,"ATP500","Outdoor","Clay","2nd Round","3",6,4,6,4,NA,NA,NA,NA,NA,NA,"Completed","Win",1,77,"Carballes Baena R.",15,6,6,0.8,1,1,13,12,4,0.538461538461538,0.583333333333333,0.5,2,0,2,0,"Win","The Final",0,0,NA
"976","Barcelona","Open Banco Sabadell",2018-04-26,"ATP500","Outdoor","Clay","3rd Round","3",6,1,6,3,NA,NA,NA,NA,NA,NA,"Completed","Win",1,69,"Garcia-Lopez G.",16,7,7,0.8125,1,1,19,16,6,0.473684210526316,0.5,0.5,2,0,2,0,"Win","2nd Round",5,4,0.8
"977","Barcelona","Open Banco Sabadell",2018-04-27,"ATP500","Outdoor","Clay","Quarterfinals","3",6,0,7,5,NA,NA,NA,NA,NA,NA,"Completed","Win",1,140,"Klizan M.",17,8,8,0.823529411764706,1,1,7,7,4,0.571428571428571,0.571428571428571,0.75,2,0,2,0,"Win","3rd Round",3,2,0.666666666666667
"978","Barcelona","Open Banco Sabadell",2018-04-28,"ATP500","Outdoor","Clay","Semifinals","3",6,4,6,0,NA,NA,NA,NA,NA,NA,"Completed","Win",1,10,"Goffin D.",18,9,9,0.833333333333333,1,1,24,15,7,0.625,0.666666666666667,0.714285714285714,2,0,2,0,"Win","Quarterfinals",3,2,0.666666666666667
"979","Barcelona","Open Banco Sabadell",2018-04-29,"ATP500","Outdoor","Clay","The Final","3",6,2,6,1,NA,NA,NA,NA,NA,NA,"Completed","Win",1,63,"Tsitsipas S.",19,10,10,0.842105263157895,1,1,21,16,8,0.523809523809524,0.5625,0.75,2,0,2,0,"Win","Semifinals",0,0,NA
